,Oceans,Microplastics Measurement (density),Unit,Concentration Class,Latitude,Longitude,Date,Water Sample Depth (m)
4435,Atlantic Ocean,0.041093,pieces/m3,Medium,-23.0083,-28.24,17948.0,0.0
4436,Atlantic Ocean,1.740947,pieces/m3,High,38.5197,-8.8935,17953.0,0.15
4437,Atlantic Ocean,2.06111,pieces/m3,High,38.4829,-8.9429,17953.0,0.15
4438,Atlantic Ocean,1.791708,pieces/m3,High,38.4465,-9.0415,17953.0,0.15
4439,Atlantic Ocean,1.577503,pieces/m3,High,38.4612,-8.9943,17953.0,0.15
4440,Atlantic Ocean,0.411862,pieces/m3,Medium,38.4399,-9.0932,17953.0,0.15
4441,Atlantic Ocean,0.517937,pieces/m3,Medium,38.429,-9.1461,17953.0,0.15
4442,Atlantic Ocean,0.07533,pieces/m3,Medium,-30.9348,14.5138,17956.0,0.0
4443,Atlantic Ocean,0.053017,pieces/m3,Medium,-26.8887,8.4195,17959.0,0.0
4444,Atlantic Ocean,0.175767,pieces/m3,Medium,-25.0532,7.44,17960.0,0.0
4445,Atlantic Ocean,0.0,pieces/m3,Very Low,-13.5833,-1.5733,17967.0,0.0
4446,Atlantic Ocean,0.421007,pieces/m3,Medium,37.9245,23.5921,17969.0,0.0
4447,Atlantic Ocean,0.442573,pieces/m3,Medium,37.9535,23.5748,17969.0,0.0
4448,Atlantic Ocean,0.859628,pieces/m3,Medium,37.9301,23.6659,17969.0,0.0
4449,Atlantic Ocean,0.345238,pieces/m3,Medium,37.9124,23.685,17969.0,0.0
4450,Atlantic Ocean,0.128726,pieces/m3,Medium,37.9142,23.6266,17969.0,0.0
4451,Atlantic Ocean,0.133333,pieces/m3,Medium,36.806,23.468,17973.0,0.0
4452,Atlantic Ocean,2.5,pieces/m3,High,36.12,25.227,17973.0,0.0
4453,Atlantic Ocean,0.9,pieces/m3,Medium,35.742,26.212,17974.0,0.0
4454,Atlantic Ocean,0.613333,pieces/m3,Medium,34.816,26.13,17975.0,0.0
4455,Atlantic Ocean,0.6,pieces/m3,Medium,36.086,28.22,17976.0,0.0
4456,Atlantic Ocean,1.173333,pieces/m3,High,36.023,29.562,17976.0,0.0
4457,Atlantic Ocean,0.127376,pieces/m3,Medium,44.1298,9.6089,17986.0,0.0
4458,Atlantic Ocean,0.098344,pieces/m3,Medium,44.1399,9.6046,17986.0,0.0
4459,Atlantic Ocean,0.046483,pieces/m3,Medium,44.0664,9.5502,17986.0,0.0
4460,Atlantic Ocean,0.52381,pieces/m3,Medium,44.3102,9.1501,17987.0,0.0
4461,Atlantic Ocean,0.238095,pieces/m3,Medium,44.2978,9.1496,17987.0,0.0
4462,Atlantic Ocean,0.413022,pieces/m3,Medium,44.2305,9.1066,17987.0,0.0
4463,Atlantic Ocean,0.045753,pieces/m3,Medium,17.1093,-25.0533,18007.0,0.0
4464,Atlantic Ocean,0.309219,pieces/m3,Medium,33.9365,10.1349,18008.0,0.0
4465,Atlantic Ocean,1.094618,pieces/m3,High,34.0018,10.0521,18008.0,0.0
4466,Atlantic Ocean,2.415224,pieces/m3,High,34.0023,10.0878,18008.0,0.0
4467,Atlantic Ocean,3.378668,pieces/m3,High,33.919,10.1289,18008.0,0.0
4468,Atlantic Ocean,0.014859,pieces/m3,Medium,16.5888,-24.4887,18009.0,0.0
4469,Atlantic Ocean,1.200034,pieces/m3,High,33.7703,10.2532,18010.0,0.0
4470,Atlantic Ocean,0.988857,pieces/m3,Medium,33.7869,10.2705,18010.0,0.0
4471,Atlantic Ocean,0.034041,pieces/m3,Medium,19.6458,-29.4067,18016.0,0.0
4472,Atlantic Ocean,0.063747,pieces/m3,Medium,21.505,-31.2643,18017.0,0.0
4473,Atlantic Ocean,0.848419,pieces/m3,Medium,25.1705,-32.3353,18019.0,0.0
4474,Atlantic Ocean,0.492551,pieces/m3,Medium,29.3187,-31.7913,18021.0,0.0
4475,Atlantic Ocean,0.712725,pieces/m3,Medium,22.0817,-40.826,18024.0,0.0
4476,Atlantic Ocean,0.107747,pieces/m3,Medium,37.2262,-31.351,18024.0,0.0
4477,Atlantic Ocean,0.01931,pieces/m3,Medium,21.0185,-62.8558,18028.0,0.0
4478,Atlantic Ocean,0.063966,pieces/m3,Medium,44.4111,8.7518,18030.0,0.0
4479,Atlantic Ocean,0.15054,pieces/m3,Medium,44.4159,8.7613,18030.0,0.0
4480,Atlantic Ocean,1.476141,pieces/m3,High,32.8733,-36.3817,18034.0,0.0
4481,Atlantic Ocean,0.209651,pieces/m3,Medium,37.0117,-20.8957,18035.0,0.0
4482,Atlantic Ocean,0.146074,pieces/m3,Medium,38.761,-27.8277,18037.0,0.0
4483,Atlantic Ocean,0.25618,pieces/m3,Medium,37.8097,-26.3034,18037.0,0.0
4484,Atlantic Ocean,0.057351,pieces/m3,Medium,43.2475,5.2803,18039.0,0.0
4485,Atlantic Ocean,0.039775,pieces/m3,Medium,38.489,-28.5592,18041.0,0.0
4486,Atlantic Ocean,0.116398,pieces/m3,Medium,38.9085,-32.7207,18047.0,0.0
4487,Atlantic Ocean,0.48175,pieces/m3,Medium,41.812,9.4354,18050.0,0.0
4488,Atlantic Ocean,0.051813,pieces/m3,Medium,41.5391,9.409,18050.0,0.0
4489,Atlantic Ocean,0.62465,pieces/m3,Medium,41.71,9.4311,18050.0,0.0
4490,Atlantic Ocean,0.153588,pieces/m3,Medium,43.065,6.4338,18050.0,0.0
4491,Atlantic Ocean,0.08675,pieces/m3,Medium,42.4032,9.6405,18051.0,0.0
4492,Atlantic Ocean,0.7346,pieces/m3,Medium,42.0452,9.5825,18051.0,0.0
4493,Atlantic Ocean,0.033896,pieces/m3,Medium,43.153,6.529,18051.0,0.0
4494,Atlantic Ocean,0.016665,pieces/m3,Medium,43.0237,6.2153,18051.0,0.0
4495,Atlantic Ocean,0.244531,pieces/m3,Medium,38.0735,-27.432,18051.0,0.0
4496,Atlantic Ocean,0.514425,pieces/m3,Medium,42.7213,10.1799,18052.0,0.0
4497,Atlantic Ocean,0.247088,pieces/m3,Medium,42.7322,9.8561,18052.0,0.0
4498,Atlantic Ocean,0.335363,pieces/m3,Medium,42.7015,9.5581,18052.0,0.0
4499,Atlantic Ocean,0.058058,pieces/m3,Medium,39.1337,-30.372,18052.0,0.0
4500,Atlantic Ocean,0.046488,pieces/m3,Medium,42.785,10.469,18053.0,0.0
4501,Atlantic Ocean,0.12145,pieces/m3,Medium,42.8835,10.4488,18053.0,0.0
4502,Atlantic Ocean,0.023075,pieces/m3,Medium,43.1197,6.3745,18053.0,0.0
4503,Atlantic Ocean,0.329775,pieces/m3,Medium,42.9287,10.1732,18055.0,0.0
4504,Atlantic Ocean,45.836225,pieces/m3,Very High,43.0153,9.9774,18055.0,0.0
4505,Atlantic Ocean,1.58825,pieces/m3,High,43.3554,10.1773,18056.0,0.0
4506,Atlantic Ocean,0.016075,pieces/m3,Medium,43.8998,10.0372,18057.0,0.0
4507,Atlantic Ocean,0.270538,pieces/m3,Medium,43.6751,10.1496,18057.0,0.0
4508,Atlantic Ocean,0.876588,pieces/m3,Medium,44.113,9.6806,18059.0,0.0
4509,Atlantic Ocean,1.02435,pieces/m3,High,44.2841,9.3156,18059.0,0.0
4510,Atlantic Ocean,0.896025,pieces/m3,Medium,43.9789,9.7502,18059.0,0.0
4511,Atlantic Ocean,0.138471,pieces/m3,Medium,38.6178,-20.6867,18059.0,0.0
4512,Atlantic Ocean,0.9891,pieces/m3,Medium,44.3441,9.0473,18060.0,0.0
4513,Atlantic Ocean,3.410525,pieces/m3,High,44.2887,9.1576,18060.0,0.0
4514,Atlantic Ocean,0.031364,pieces/m3,Medium,39.6533,-16.6812,18061.0,0.0
4515,Atlantic Ocean,0.642699,pieces/m3,Medium,38.8297,-28.285,18065.0,0.0
4516,Atlantic Ocean,0.211004,pieces/m3,Medium,38.8553,-23.2025,18069.0,0.0
4517,Atlantic Ocean,0.101626,pieces/m3,Medium,43.2528,5.3552,18070.0,0.0
4518,Atlantic Ocean,0.139752,pieces/m3,Medium,43.2531,5.3617,18070.0,0.0
4519,Atlantic Ocean,0.068277,pieces/m3,Medium,43.2654,5.3486,18070.0,0.0
4520,Atlantic Ocean,0.131303,pieces/m3,Medium,43.2571,5.3726,18070.0,0.0
4521,Atlantic Ocean,0.025063,pieces/m3,Medium,43.2465,5.2947,18070.0,0.0
4522,Atlantic Ocean,0.051692,pieces/m3,Medium,43.3204,5.3147,18071.0,0.0
4523,Atlantic Ocean,0.091036,pieces/m3,Medium,43.3088,5.325,18071.0,0.0
4524,Atlantic Ocean,0.020408,pieces/m3,Medium,43.183,5.3908,18071.0,0.0
4525,Atlantic Ocean,0.249169,pieces/m3,Medium,43.2106,5.4061,18071.0,0.0
4526,Atlantic Ocean,0.209184,pieces/m3,Medium,43.2109,5.4064,18071.0,0.0
4527,Atlantic Ocean,0.054113,pieces/m3,Medium,43.2407,5.343,18071.0,0.0
4528,Atlantic Ocean,0.063649,pieces/m3,Medium,43.2469,5.3522,18071.0,0.0
4529,Atlantic Ocean,0.031328,pieces/m3,Medium,43.183,5.3831,18071.0,0.0
4530,Atlantic Ocean,0.022518,pieces/m3,Medium,44.2527,-11.8228,18074.0,0.0
4531,Atlantic Ocean,0.053377,pieces/m3,Medium,45.1215,-9.7738,18075.0,0.0
4532,Atlantic Ocean,0.030571,pieces/m3,Medium,36.9142,-25.0963,18075.0,0.0
4533,Atlantic Ocean,0.035156,pieces/m3,Medium,46.8712,-3.5403,18078.0,0.0
4534,Atlantic Ocean,0.098039,pieces/m3,Medium,44.1752,8.5262,18080.0,0.0
4535,Atlantic Ocean,0.066138,pieces/m3,Medium,44.2404,8.4692,18080.0,0.0
4536,Atlantic Ocean,0.013228,pieces/m3,Medium,44.2774,8.4626,18080.0,0.0
4537,Atlantic Ocean,0.246754,pieces/m3,Medium,37.07,-24.2167,18082.0,0.0
4538,Atlantic Ocean,0.244066,pieces/m3,Medium,36.5693,-22.9543,18083.0,0.0
4539,Atlantic Ocean,0.192724,pieces/m3,Medium,35.7418,-21.279,18084.0,0.0
4540,Atlantic Ocean,0.133708,pieces/m3,Medium,34.7005,-19.2545,18085.0,0.0
4541,Atlantic Ocean,0.086895,pieces/m3,Medium,42.1348,-8.8805,18095.0,0.0
4542,Atlantic Ocean,0.132975,pieces/m3,Medium,36.7487,-7.6317,18098.0,0.0
4543,Atlantic Ocean,0.047767,pieces/m3,Medium,42.7264,6.3238,18098.0,0.0
4544,Atlantic Ocean,0.020972,pieces/m3,Medium,37.0468,-8.7153,18099.0,0.0
4545,Atlantic Ocean,0.081207,pieces/m3,Medium,42.5727,6.3492,18099.0,0.0
4546,Atlantic Ocean,0.027832,pieces/m3,Medium,42.837,6.3212,18100.0,0.0
4547,Atlantic Ocean,0.380186,pieces/m3,Medium,43.1578,6.9432,18101.0,0.0
4548,Atlantic Ocean,0.197101,pieces/m3,Medium,41.9553,-9.269,18101.0,0.0
4549,Atlantic Ocean,0.019178,pieces/m3,Medium,39.5302,-9.652,18102.0,0.0
4550,Atlantic Ocean,0.360385,pieces/m3,Medium,42.921,6.2717,18108.0,0.0
4551,Atlantic Ocean,0.0,pieces/m3,Very Low,36.836,-8.0869,18113.0,0.0
4552,Atlantic Ocean,0.801442,pieces/m3,Medium,37.0703,-9.0148,18114.0,0.0
4553,Atlantic Ocean,0.0,pieces/m3,Very Low,36.8875,-7.704,18120.0,0.0
4554,Atlantic Ocean,0.008632,pieces/m3,Medium,36.9948,-8.0207,18120.0,0.0
4555,Atlantic Ocean,0.051702,pieces/m3,Medium,37.9142,23.6266,18183.0,0.0
4556,Atlantic Ocean,0.239569,pieces/m3,Medium,37.9535,23.5748,18183.0,0.0
4557,Atlantic Ocean,0.49096,pieces/m3,Medium,37.9124,23.685,18183.0,0.0
4558,Atlantic Ocean,1.085913,pieces/m3,High,34.0018,10.0521,18206.0,0.0
4559,Atlantic Ocean,0.116991,pieces/m3,Medium,34.0023,10.0878,18206.0,0.0
4560,Atlantic Ocean,0.724807,pieces/m3,Medium,33.919,10.1289,18206.0,0.0
4561,Atlantic Ocean,0.11076,pieces/m3,Medium,33.9365,10.1349,18206.0,0.0
4562,Atlantic Ocean,0.089993,pieces/m3,Medium,33.7703,10.2532,18219.0,0.0
4563,Atlantic Ocean,0.18485,pieces/m3,Medium,33.7869,10.2705,18219.0,0.0
4564,Atlantic Ocean,0.526667,pieces/m3,Medium,40.221,25.218,18300.0,0.0
4565,Atlantic Ocean,0.216667,pieces/m3,Medium,39.307,23.827,18301.0,0.0
4566,Atlantic Ocean,0.406667,pieces/m3,Medium,39.904,24.302,18301.0,0.0
4567,Atlantic Ocean,0.015583,pieces/m3,Medium,-18.3336,2.0625,18324.0,0.0
4568,Atlantic Ocean,0.0,pieces/m3,Very Low,-15.1423,-8.1236,18333.0,0.0
4569,Atlantic Ocean,0.005309,pieces/m3,Medium,-11.903,-20.672,18339.0,0.0
4571,Atlantic Ocean,0.466853,pieces/m3,Medium,45.2152,-5.775,18445.0,0.0
4572,Atlantic Ocean,0.03682,pieces/m3,Medium,42.5027,-9.5493,18449.0,0.0
4573,Atlantic Ocean,0.216508,pieces/m3,Medium,40.972,-9.5495,18450.0,0.0
4574,Atlantic Ocean,0.023841,pieces/m3,Medium,36.905,-8.0423,18459.0,0.0
4575,Atlantic Ocean,0.0,pieces/m3,Very Low,36.6625,-6.7632,18460.0,0.0
4576,Atlantic Ocean,0.037571,pieces/m3,Medium,36.1427,-6.0478,18461.0,0.0
4577,Atlantic Ocean,0.0,pieces/m3,Very Low,36.6968,-3.8622,18467.0,0.0
4578,Atlantic Ocean,0.570222,pieces/m3,Medium,37.1287,-1.6923,18468.0,0.0
4579,Atlantic Ocean,0.64623,pieces/m3,Medium,41.7043,4.6728,18472.0,0.0
4580,Atlantic Ocean,0.426341,pieces/m3,Medium,41.066,4.021,18472.0,0.0
4581,Atlantic Ocean,0.260531,pieces/m3,Medium,42.9005,6.045,18481.0,0.0
4582,Atlantic Ocean,0.38831,pieces/m3,Medium,40.3662,7.5385,18482.0,0.0
4583,Atlantic Ocean,0.515066,pieces/m3,Medium,41.2632,6.9702,18482.0,0.0
4584,Atlantic Ocean,0.053306,pieces/m3,Medium,39.0857,9.1107,18484.0,0.0
4585,Atlantic Ocean,0.33955,pieces/m3,Medium,38.8955,8.9072,18484.0,0.0
4586,Atlantic Ocean,0.236287,pieces/m3,Medium,39.1362,9.7568,18486.0,0.0
4587,Atlantic Ocean,0.023648,pieces/m3,Medium,47.581,-3.2523,18487.0,0.0
4588,Atlantic Ocean,0.003961,pieces/m3,Low,47.4812,-3.0813,18488.0,0.0
4589,Atlantic Ocean,0.469466,pieces/m3,Medium,44.3492,-4.863,18497.0,0.0
4590,Atlantic Ocean,0.160229,pieces/m3,Medium,43.4203,-8.3062,18506.0,0.0
4591,Atlantic Ocean,0.083479,pieces/m3,Medium,42.9672,5.4208,18508.0,0.0
4592,Atlantic Ocean,0.059793,pieces/m3,Medium,42.4733,-9.0533,18512.0,0.0
4593,Atlantic Ocean,0.0,pieces/m3,Very Low,42.378,-8.9157,18513.0,0.0
4594,Atlantic Ocean,0.910121,pieces/m3,Medium,39.8562,4.3175,18513.0,0.0
4595,Atlantic Ocean,2.082767,pieces/m3,High,39.2345,7.625,18517.0,0.0
4596,Atlantic Ocean,0.076938,pieces/m3,Medium,37.7303,12.3967,18527.0,0.0
4597,Atlantic Ocean,0.681445,pieces/m3,Medium,37.108,13.6133,18528.0,0.0
4598,Atlantic Ocean,0.048997,pieces/m3,Medium,38.663,-9.397,18534.0,0.0
4599,Atlantic Ocean,0.33127,pieces/m3,Medium,37.7375,15.6405,18538.0,0.0
4600,Atlantic Ocean,0.048335,pieces/m3,Medium,38.7432,-9.0917,18538.0,0.0
4601,Atlantic Ocean,0.482652,pieces/m3,Medium,38.854,17.1378,18539.0,0.0
4602,Atlantic Ocean,0.020357,pieces/m3,Medium,35.8088,-12.4773,18542.0,0.0
4603,Atlantic Ocean,0.040052,pieces/m3,Medium,34.2992,-14.3337,18543.0,0.0
4604,Atlantic Ocean,2.407333,pieces/m3,High,41.3973,2.2132,18543.0,0.0
4605,Atlantic Ocean,0.041016,pieces/m3,Medium,37.9132,12.2658,18546.0,0.0
4606,Atlantic Ocean,0.474,pieces/m3,Medium,41.3973,2.2132,18549.0,0.0
4607,Atlantic Ocean,0.396501,pieces/m3,Medium,40.32,17.4381,18551.0,0.0
4608,Atlantic Ocean,0.169082,pieces/m3,Medium,40.2894,17.4103,18551.0,0.0
4609,Atlantic Ocean,0.488145,pieces/m3,Medium,40.2547,17.3808,18551.0,0.0
4610,Atlantic Ocean,37.481333,pieces/m3,Very High,41.3731,2.1916,18551.0,0.0
4611,Atlantic Ocean,0.411627,pieces/m3,Medium,40.0206,17.9506,18552.0,0.0
4612,Atlantic Ocean,0.497203,pieces/m3,Medium,40.0172,17.8853,18552.0,0.0
4613,Atlantic Ocean,2.32681,pieces/m3,High,40.0225,17.9908,18552.0,0.0
4614,Atlantic Ocean,0.821611,pieces/m3,Medium,38.3695,15.198,18556.0,0.0
4615,Atlantic Ocean,0.453333,pieces/m3,Medium,41.3973,2.2132,18558.0,0.0
4616,Atlantic Ocean,0.215172,pieces/m3,Medium,29.237,-13.4427,18565.0,0.0
4617,Atlantic Ocean,1.152667,pieces/m3,High,41.4036,2.2193,18565.0,0.0
4618,Atlantic Ocean,0.287333,pieces/m3,Medium,41.3731,2.1916,18565.0,0.0
4619,Atlantic Ocean,0.356667,pieces/m3,Medium,41.3973,2.2132,18568.0,0.0
4620,Atlantic Ocean,0.402588,pieces/m3,Medium,35.6773,-27.7399,18571.0,0.0
4621,Atlantic Ocean,0.870983,pieces/m3,Medium,35.6619,-27.7452,18571.0,0.0
4622,Atlantic Ocean,0.406777,pieces/m3,Medium,35.6701,-27.7425,18571.0,0.0
4623,Atlantic Ocean,1.127342,pieces/m3,High,37.9775,12.3598,18573.0,0.0
4624,Atlantic Ocean,6.912667,pieces/m3,High,41.4036,2.2193,18573.0,0.0
4625,Atlantic Ocean,0.10361,pieces/m3,Medium,37.9317,12.1777,18574.0,0.0
4626,Atlantic Ocean,0.561627,pieces/m3,Medium,29.8271,-37.2163,18575.0,0.0
4627,Atlantic Ocean,0.897001,pieces/m3,Medium,29.8308,-37.2284,18575.0,0.0
4628,Atlantic Ocean,1.421261,pieces/m3,High,29.8405,-37.2299,18575.0,0.0
4629,Atlantic Ocean,0.195333,pieces/m3,Medium,41.3731,2.1916,18576.0,0.0
4630,Atlantic Ocean,0.184805,pieces/m3,Medium,38.013,12.0877,18577.0,0.0
4631,Atlantic Ocean,0.251139,pieces/m3,Medium,28.734,-13.83,18577.0,0.0
4632,Atlantic Ocean,1.573654,pieces/m3,High,32.823,-37.9583,18577.0,0.0
4633,Atlantic Ocean,2.175247,pieces/m3,High,32.8448,-37.9514,18577.0,0.0
4634,Atlantic Ocean,1.018862,pieces/m3,High,32.8499,-37.9549,18577.0,0.0
4635,Atlantic Ocean,0.186,pieces/m3,Medium,41.4036,2.2193,18579.0,0.0
4636,Atlantic Ocean,0.106667,pieces/m3,Medium,41.3973,2.2132,18579.0,0.0
4637,Atlantic Ocean,1.399333,pieces/m3,High,41.3731,2.1916,18579.0,0.0
4638,Atlantic Ocean,0.0,pieces/m3,Very Low,37.4478,-38.8257,18579.0,0.0
4639,Atlantic Ocean,0.15963,pieces/m3,Medium,37.4511,-38.8387,18579.0,0.0
4640,Atlantic Ocean,3.777774,pieces/m3,High,37.4543,-38.8518,18579.0,0.0
4641,Atlantic Ocean,0.38154,pieces/m3,Medium,39.7506,-33.3722,18581.0,0.0
4642,Atlantic Ocean,0.856102,pieces/m3,Medium,39.7515,-33.3466,18581.0,0.0
4643,Atlantic Ocean,0.603952,pieces/m3,Medium,39.7506,-33.3602,18581.0,0.0
4644,Atlantic Ocean,0.223266,pieces/m3,Medium,42.0679,-27.4785,18583.0,0.0
4645,Atlantic Ocean,0.406509,pieces/m3,Medium,42.0797,-27.4731,18583.0,0.0
4646,Atlantic Ocean,0.470024,pieces/m3,Medium,42.0904,-27.4673,18583.0,0.0
4647,Atlantic Ocean,0.260657,pieces/m3,Medium,45.9654,-15.2447,18587.0,0.0
4648,Atlantic Ocean,0.20077,pieces/m3,Medium,45.9703,-15.2471,18587.0,0.0
4649,Atlantic Ocean,0.260099,pieces/m3,Medium,45.9757,-15.2501,18587.0,0.0
4650,Atlantic Ocean,0.152202,pieces/m3,Medium,38.0072,12.1073,18588.0,0.0
4651,Atlantic Ocean,0.167267,pieces/m3,Medium,37.0147,13.103,18590.0,0.0
4652,Atlantic Ocean,0.050022,pieces/m3,Medium,37.0612,12.1335,18591.0,0.0
4653,Atlantic Ocean,0.172165,pieces/m3,Medium,37.1417,12.1013,18591.0,0.0
4654,Atlantic Ocean,0.254421,pieces/m3,Medium,28.0058,-16.6273,18593.0,0.0
4655,Atlantic Ocean,1.159333,pieces/m3,High,41.8498,3.1472,18594.0,0.0
4656,Atlantic Ocean,2.480667,pieces/m3,High,41.4036,2.2193,18596.0,0.0
4657,Atlantic Ocean,0.863333,pieces/m3,Medium,41.3973,2.2132,18596.0,0.0
4658,Atlantic Ocean,0.340447,pieces/m3,Medium,40.2167,18.5411,18597.0,0.0
4659,Atlantic Ocean,0.30581,pieces/m3,Medium,40.2183,18.5303,18597.0,0.0
4660,Atlantic Ocean,0.56057,pieces/m3,Medium,40.2206,18.4981,18597.0,0.0
4661,Atlantic Ocean,1.769333,pieces/m3,High,42.3778,3.159,18599.0,0.0
4662,Atlantic Ocean,0.029301,pieces/m3,Medium,28.0045,-17.2178,18604.0,0.0
4663,Atlantic Ocean,0.021124,pieces/m3,Medium,27.2352,-18.9012,18605.0,0.0
4664,Atlantic Ocean,4.295333,pieces/m3,High,41.3731,2.1916,18607.0,0.0
4665,Atlantic Ocean,0.003319,pieces/m3,Low,23.6327,-21.6158,18607.0,0.0
4666,Atlantic Ocean,0.387333,pieces/m3,Medium,41.8498,3.1472,18608.0,0.0
4667,Atlantic Ocean,1.188667,pieces/m3,High,41.3973,2.2132,18608.0,0.0
4668,Atlantic Ocean,0.024821,pieces/m3,Medium,22.3418,-23.5612,18608.0,0.0
4669,Atlantic Ocean,0.532,pieces/m3,Medium,40.9105,0.8334,18609.0,0.0
4670,Atlantic Ocean,0.192579,pieces/m3,Medium,22.2563,-26.3147,18609.0,0.0
4671,Atlantic Ocean,3.748667,pieces/m3,High,41.2632,1.9635,18610.0,0.0
4672,Atlantic Ocean,4.276667,pieces/m3,High,41.1757,1.5261,18611.0,0.0
4673,Atlantic Ocean,0.2,pieces/m3,Medium,42.3778,3.159,18613.0,0.0
4674,Atlantic Ocean,0.0,pieces/m3,Very Low,19.691,-34.204,18613.0,0.0
4675,Atlantic Ocean,1.99,pieces/m3,High,41.5751,2.5531,18614.0,0.0
4676,Atlantic Ocean,11.841333,pieces/m3,Very High,41.4036,2.2193,18614.0,0.0
4677,Atlantic Ocean,7.975333,pieces/m3,High,41.3791,2.1944,18614.0,0.0
4678,Atlantic Ocean,17.932,pieces/m3,Very High,41.3731,2.1916,18614.0,0.0
4679,Atlantic Ocean,0.003562,pieces/m3,Low,15.9272,-44.325,18618.0,0.0
4680,Atlantic Ocean,0.018715,pieces/m3,Medium,15.8997,-44.3588,18618.0,0.0
4681,Atlantic Ocean,0.00401,pieces/m3,Low,15.8892,-50.2858,18621.0,0.0
4682,Atlantic Ocean,3.718,pieces/m3,High,41.3791,2.1944,18622.0,0.0
4683,Atlantic Ocean,0.015568,pieces/m3,Medium,14.5238,-56.4458,18624.0,0.0
4684,Atlantic Ocean,2.314667,pieces/m3,High,41.3894,2.2035,18628.0,0.0
4685,Atlantic Ocean,1.564667,pieces/m3,High,41.3731,2.1916,18628.0,0.0
4686,Atlantic Ocean,0.942667,pieces/m3,Medium,41.2632,1.9635,18628.0,0.0
4687,Atlantic Ocean,1.079333,pieces/m3,High,41.3973,2.2132,18629.0,0.0
4688,Atlantic Ocean,0.912,pieces/m3,Medium,41.3791,2.1944,18629.0,0.0
4689,Atlantic Ocean,0.18,pieces/m3,Medium,42.3778,3.159,18630.0,0.0
4690,Atlantic Ocean,0.412,pieces/m3,Medium,40.9105,0.8334,18630.0,0.0
4691,Atlantic Ocean,0.0,pieces/m3,Very Low,14.7075,-61.1873,18636.0,0.0
4692,Atlantic Ocean,0.848667,pieces/m3,Medium,41.3973,2.2132,18638.0,0.0
4693,Atlantic Ocean,1.014,pieces/m3,High,41.3791,2.1944,18638.0,0.0
4694,Atlantic Ocean,0.324,pieces/m3,Medium,41.5751,2.5531,18640.0,0.0
4695,Atlantic Ocean,0.956667,pieces/m3,Medium,41.3973,2.2132,18642.0,0.0
4696,Atlantic Ocean,3.729333,pieces/m3,High,41.3731,2.1916,18642.0,0.0
4697,Atlantic Ocean,0.276,pieces/m3,Medium,41.2632,1.9635,18642.0,0.0
4698,Atlantic Ocean,0.107333,pieces/m3,Medium,42.3778,3.159,18643.0,0.0
4699,Atlantic Ocean,27.134,pieces/m3,Very High,41.3894,2.2035,18643.0,0.0
4700,Atlantic Ocean,2.601333,pieces/m3,High,41.3791,2.1944,18643.0,0.0
4701,Atlantic Ocean,0.377333,pieces/m3,Medium,40.9105,0.8334,18645.0,0.0
4702,Atlantic Ocean,0.421333,pieces/m3,Medium,41.8498,3.1472,18650.0,0.0
4703,Atlantic Ocean,1.429333,pieces/m3,High,41.4036,2.2193,18650.0,0.0
4704,Atlantic Ocean,1.477333,pieces/m3,High,41.3791,2.1944,18650.0,0.0
4705,Atlantic Ocean,1.037333,pieces/m3,High,41.3973,2.2132,18653.0,0.0
4706,Atlantic Ocean,0.399333,pieces/m3,Medium,41.1757,1.5261,18653.0,0.0
4707,Atlantic Ocean,0.670667,pieces/m3,Medium,41.3894,2.2035,18655.0,0.0
4708,Atlantic Ocean,0.504667,pieces/m3,Medium,41.3731,2.1916,18655.0,0.0
4709,Atlantic Ocean,0.371333,pieces/m3,Medium,41.5751,2.5531,18656.0,0.0
4710,Atlantic Ocean,0.078,pieces/m3,Medium,42.3778,3.159,18659.0,0.0
4711,Atlantic Ocean,2.018667,pieces/m3,High,41.3973,2.2132,18659.0,0.0
4712,Atlantic Ocean,1.065333,pieces/m3,High,41.3791,2.1944,18659.0,0.0
4713,Atlantic Ocean,0.190667,pieces/m3,Medium,40.9105,0.8334,18660.0,0.0
4714,Atlantic Ocean,0.342,pieces/m3,Medium,41.8498,3.1472,18663.0,0.0
4715,Atlantic Ocean,0.454,pieces/m3,Medium,41.2632,1.9635,18663.0,0.0
4716,Atlantic Ocean,2.43,pieces/m3,High,41.3973,2.2132,18668.0,0.0
4717,Atlantic Ocean,0.15,pieces/m3,Medium,41.1757,1.5261,18669.0,0.0
4718,Atlantic Ocean,0.253333,pieces/m3,Medium,41.3791,2.1944,18675.0,0.0
4719,Atlantic Ocean,2.372,pieces/m3,High,40.9105,0.8334,18675.0,0.0
4720,Atlantic Ocean,0.066667,pieces/m3,Medium,42.3778,3.159,18676.0,0.0
4721,Atlantic Ocean,0.741333,pieces/m3,Medium,41.5751,2.5531,18676.0,0.0
4722,Atlantic Ocean,2.388667,pieces/m3,High,41.3973,2.2132,18677.0,0.0
4723,Atlantic Ocean,0.478667,pieces/m3,Medium,41.2632,1.9635,18677.0,0.0
4724,Atlantic Ocean,2.977333,pieces/m3,High,41.8498,3.1472,18678.0,0.0
4725,Atlantic Ocean,3.279333,pieces/m3,High,41.4654,2.2824,18682.0,0.0
4726,Atlantic Ocean,3.243333,pieces/m3,High,41.3894,2.2035,18683.0,0.0
4727,Atlantic Ocean,0.677333,pieces/m3,Medium,41.5751,2.5531,18684.0,0.0
