OBJECTID,Oceans,Regions,SubRegions,Country,State,Beach Location,Marine Setting,Ocean Bottom Depth (m),Sediment Sample Depth (m),Sampling Method,Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),Microplastics Measurement (density),Unit,Density Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,Symbology,Latitude,Longitude,Date,Mesh Size (mm),Standardized Nurdle Amount,Water Sample Depth (m),GlobalID,x,y
13610,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.023075,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.1197,6.3745,6/6/2019,0.33,,0,5599a98c-d9a0-448b-9759-01db95d048f3,6.3745,43.119667
13332,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.172572,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.1302,6.7633,10/21/2015,0.33,,0,245adda8-179b-492e-9235-91f7ce378c0f,6.763333,43.130167
13335,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.105243,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.2562,6.72,10/25/2015,0.33,,0,92c80709-e5c2-41da-8674-cec629cf3842,6.72,43.256167
13608,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.033896,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.153,6.529,6/4/2019,0.33,,0,6758e741-0e28-43ff-ab24-1eeb14dbf310,6.52905,43.153033
13662,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.380186,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.1578,6.9432,7/24/2019,0.33,,0,3c334aae-999f-429a-b200-95b6e24548c3,6.943167,43.157833
11832,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Neuston net,,,,,0.557798,pieces/m3,0.005-1,Medium,Eriksen et al.2014,"Eriksen, M., L.C.M. Lebreton, H.S. Carson, M. Thiel, C.J. Moore, J.C. Borerro, F. Galgani, P.G. Ryan, J. Reisser. 2014. Plastic Pollution in the World’s Oceans: More than 5 Trillion Plastic Pieces Weighing over 250,000 Tons Afloat at Sea. PLoS ONE 9(12): e111913. doi:10.1371/journal.pone.0111913",https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,SV Mir; ORV Alguita; SV Sea Dragon; RV Stad Amsterdam,275968,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:275968,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.2464,8.0701,7/25/2010,0.33,,0,3ae81c6a-d429-482d-9493-fef361f23608,8.0701,43.2464
13390,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.735187,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.055,6.3433,10/25/2016,0.33,,0,2d29f351-016e-4d60-aadc-88f0b6a7e1a5,6.343333,43.055
13342,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.756104,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.0631,6.2626,8/10/2016,0.33,,0,fc60ef85-4f93-4d4b-8eab-6566c9aa9c98,6.262567,43.063117
13607,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,0.153588,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,"Ocean Surface, Medium, 0.005-1 pieces/m3",43.065,6.4338,6/3/2019,0.33,,0,b3e23b7a-132f-4bd9-b373-4c2e4c8f88a5,6.433833,43.065
11213,Atlantic Ocean,Mediterranean Sea,Western Basin,,,,Ocean water,,,Manta net,,,,,4.75602,pieces/m3,10-Jan,High,Pedrotti et al.2022,"Pedrotti, M.L., F. Lombard, A. Baudena, F. Galgani, A. Elineau, S. Petit, M. Henry, R. Trouble, G. Riverdin, E. Ser-Giacomi, M. Kedzierski, E. Boss, G. Gorsky. 2022. An integrative assessment of the plastic debris load in the Mediterranean Sea. Science of the Total Environment 838: 155958",http://dx.doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,R/V Tara ,270530,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:270530,"Ocean Surface, High, 1-10 pieces/m3",43.0726,6.2372,9/30/2014,0.333,,0.16,c0d90233-d2fe-498b-a8e3-e19e5d83d6db,6.2372,43.0726
